ID,date,from,day_recorded,month_recorded,dnoregion,regionid,intensity_forecast,intensity_index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
624,2024-01-01,16:30,Monday,January,UKPN London,13,90,low,0.0,0.0,44.7,19.5,7.8,0,1.0,0.0,27.1
625,2024-01-01,16:30,Monday,January,UKPN South East,14,94,low,0.0,0.0,59.4,20.5,0.0,0,1.5,0.0,18.6
626,2024-01-01,16:30,Monday,January,England,15,123,moderate,10.5,0.0,19.4,26.5,14.4,0,0.3,0.0,28.8
627,2024-01-01,16:30,Monday,January,Scotland,16,44,low,2.9,0.0,3.0,10.0,16.4,0,25.9,0.0,41.8
628,2024-01-01,16:30,Monday,January,Wales,17,135,moderate,0.8,0.0,1.5,34.0,0.6,0,33.8,0.0,29.2
629,2024-01-01,16:30,Monday,January,GB,18,113,moderate,8.6,0.0,15.6,24.9,13.5,0,6.8,0.0,30.7
630,2024-01-01,17:00,Monday,January,Scottish Hydro Electric Power Distribution,1,3,very low,0.9,0.0,2.1,0.4,5.2,0,48.8,0.0,42.6
631,2024-01-01,17:00,Monday,January,SP Distribution,2,16,very low,4.8,0.0,11.1,2.3,34.4,0,0.0,0.0,47.4
632,2024-01-01,17:00,Monday,January,Electricity North West,3,35,low,7.2,0.0,8.5,6.6,38.0,0,0.0,0.0,39.5
633,2024-01-01,17:00,Monday,January,NPG North East,4,14,very low,9.2,0.0,48.2,0.0,41.1,0,0.0,0.0,1.4
634,2024-01-01,17:00,Monday,January,NPG Yorkshire,5,158,moderate,45.1,0.0,0.8,26.4,1.7,0,0.0,0.0,26.0
635,2024-01-01,17:00,Monday,January,SP Manweb,6,30,very low,2.0,0.0,2.6,7.0,10.7,0,35.1,0.0,42.6
636,2024-01-01,17:00,Monday,January,WPD South Wales,7,278,very high,0.6,0.0,0.4,70.4,0.3,0,0.3,0.0,28.1
637,2024-01-01,17:00,Monday,January,WPD West Midlands,8,110,moderate,9.4,0.0,6.9,24.7,16.6,0,9.0,0.0,33.5
638,2024-01-01,17:00,Monday,January,WPD East Midlands,9,208,high,17.2,0.0,3.6,46.9,3.1,0,0.0,0.0,29.2
639,2024-01-01,17:00,Monday,January,UKPN East,10,85,low,0.0,0.0,19.7,18.1,21.5,0,0.1,0.0,40.6
640,2024-01-01,17:00,Monday,January,WPD South West,11,237,high,1.9,0.0,14.8,58.6,0.9,0,0.3,0.0,23.5
641,2024-01-01,17:00,Monday,January,SSE South,12,183,moderate,4.0,0.0,31.6,43.2,1.8,0,0.7,0.0,18.6
642,2024-01-01,17:00,Monday,January,UKPN London,13,87,low,0.0,0.0,44.7,18.7,7.8,0,1.0,0.0,27.8
643,2024-01-01,17:00,Monday,January,UKPN South East,14,88,low,0.0,0.0,60.2,18.9,0.0,0,1.5,0.0,19.4
644,2024-01-01,17:00,Monday,January,England,15,119,moderate,10.8,0.0,19.7,25.4,14.7,0,0.3,0.0,29.1
645,2024-01-01,17:00,Monday,January,Scotland,16,36,low,2.6,0.0,2.4,8.1,16.0,0,24.5,0.0,46.5
646,2024-01-01,17:00,Monday,January,Wales,17,126,moderate,0.6,0.0,1.0,31.8,0.3,0,33.9,0.0,32.4
647,2024-01-01,17:00,Monday,January,GB,18,108,low,8.8,0.0,15.7,23.6,13.7,0,6.5,0.0,31.8
648,2024-01-01,17:30,Monday,January,Scottish Hydro Electric Power Distribution,1,2,very low,0.7,0.0,1.5,0.4,3.4,0,45.8,0.0,48.2
649,2024-01-01,17:30,Monday,January,SP Distribution,2,14,very low,4.1,0.0,8.9,2.1,30.3,0,0.0,0.0,54.6
650,2024-01-01,17:30,Monday,January,Electricity North West,3,27,very low,5.1,0.0,8.1,5.3,37.9,0,0.0,0.0,43.6
651,2024-01-01,17:30,Monday,January,NPG North East,4,13,very low,8.2,0.0,46.6,0.0,43.7,0,0.0,0.0,1.4
652,2024-01-01,17:30,Monday,January,NPG Yorkshire,5,143,moderate,48.0,0.0,2.4,21.6,2.8,0,0.0,0.0,25.2
653,2024-01-01,17:30,Monday,January,SP Manweb,6,25,very low,1.5,0.0,3.3,5.5,11.3,0,29.1,0.0,49.3
654,2024-01-01,17:30,Monday,January,WPD South Wales,7,291,very high,0.0,0.0,0.0,73.9,0.0,0,0.0,0.0,26.1
655,2024-01-01,17:30,Monday,January,WPD West Midlands,8,96,low,8.5,0.0,5.3,21.6,18.2,0,8.3,0.0,38.2
656,2024-01-01,17:30,Monday,January,WPD East Midlands,9,216,high,18.7,0.0,2.3,48.8,3.6,0,0.0,0.0,26.6
657,2024-01-01,17:30,Monday,January,UKPN East,10,68,low,0.0,0.0,14.9,14.9,23.8,0,0.1,0.0,46.3
658,2024-01-01,17:30,Monday,January,WPD South West,11,231,high,2.4,0.0,14.6,57.1,0.9,0,0.3,0.0,24.8
659,2024-01-01,17:30,Monday,January,SSE South,12,185,moderate,4.9,0.0,30.1,43.8,1.9,0,0.6,0.0,18.8
660,2024-01-01,17:30,Monday,January,UKPN London,13,83,low,0.0,0.0,44.2,17.9,7.6,0,0.8,0.0,29.4
661,2024-01-01,17:30,Monday,January,UKPN South East,14,90,low,0.0,0.0,59.3,19.3,0.0,0,1.2,0.0,20.1
662,2024-01-01,17:30,Monday,January,England,15,113,moderate,10.8,0.0,18.7,24.4,15.2,0,0.6,0.0,30.3
663,2024-01-01,17:30,Monday,January,Scotland,16,29,very low,2.2,0.0,1.4,6.6,15.2,0,20.7,0.0,53.9
664,2024-01-01,17:30,Monday,January,Wales,17,131,moderate,0.0,0.0,0.8,32.9,0.0,0,28.5,0.0,37.7
665,2024-01-01,17:30,Monday,January,GB,18,104,low,8.8,0.0,14.9,22.7,14.0,0,5.5,0.0,34.1
666,2024-01-01,18:00,Monday,January,Scottish Hydro Electric Power Distribution,1,1,very low,0.4,0.0,0.7,0.2,1.4,0,42.5,0.0,54.7
667,2024-01-01,18:00,Monday,January,SP Distribution,2,12,very low,3.3,0.0,5.8,2.1,25.4,0,0.0,0.0,63.4
668,2024-01-01,18:00,Monday,January,Electricity North West,3,23,very low,4.0,0.0,7.5,4.4,37.2,0,0.0,0.0,46.9
669,2024-01-01,18:00,Monday,January,NPG North East,4,13,very low,8.2,0.0,45.7,0.0,44.5,0,0.0,0.0,1.6
670,2024-01-01,18:00,Monday,January,NPG Yorkshire,5,120,moderate,52.6,0.0,3.1,14.5,3.9,0,0.0,0.0,26.0
671,2024-01-01,18:00,Monday,January,SP Manweb,6,25,very low,1.3,0.0,2.5,5.8,11.7,0,20.3,0.0,58.3
672,2024-01-01,18:00,Monday,January,WPD South Wales,7,282,very high,0.0,0.0,0.0,71.5,0.0,0,0.0,0.0,28.5
673,2024-01-01,18:00,Monday,January,WPD West Midlands,8,90,low,7.7,0.0,4.6,20.4,19.0,0,5.8,0.0,42.4
674,2024-01-01,18:00,Monday,January,WPD East Midlands,9,208,high,18.4,0.0,2.5,47.0,4.5,0,0.0,0.0,27.5
675,2024-01-01,18:00,Monday,January,UKPN East,10,47,low,0.0,0.0,15.7,9.5,23.7,0,0.1,0.0,51.0
676,2024-01-01,18:00,Monday,January,WPD South West,11,220,high,2.4,0.0,15.3,54.1,1.1,0,0.3,0.0,26.7
677,2024-01-01,18:00,Monday,January,SSE South,12,177,moderate,4.8,0.0,30.6,41.6,2.3,0,0.6,0.0,20.2
678,2024-01-01,18:00,Monday,January,UKPN London,13,78,low,0.0,0.0,44.2,16.7,7.7,0,0.8,0.0,30.8
679,2024-01-01,18:00,Monday,January,UKPN South East,14,92,low,0.0,0.0,57.5,20.0,0.0,0,1.1,0.0,21.4
680,2024-01-01,18:00,Monday,January,England,15,101,low,10.8,0.0,18.5,21.2,15.4,0,0.9,0.0,33.1
681,2024-01-01,18:00,Monday,January,Scotland,16,23,very low,1.4,0.0,0.0,5.3,14.0,0,17.2,0.0,62.1
682,2024-01-01,18:00,Monday,January,Wales,17,165,moderate,0.0,0.0,0.0,41.9,0.0,0,18.1,0.0,39.9
683,2024-01-01,18:00,Monday,January,GB,18,96,low,8.8,0.0,14.8,20.6,14.1,0,4.3,0.0,37.3
684,2024-01-01,18:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.1,0.0,0.1,0.1,0.3,0,34.9,0.0,64.6
685,2024-01-01,18:30,Monday,January,SP Distribution,2,11,very low,2.5,0.0,2.0,2.0,20.6,0,0.9,0.0,72.0
686,2024-01-01,18:30,Monday,January,Electricity North West,3,20,very low,1.7,0.0,4.6,4.5,38.1,0,0.1,0.0,51.1
687,2024-01-01,18:30,Monday,January,NPG North East,4,13,very low,9.2,0.0,37.9,0.0,50.7,0,0.0,0.0,2.2
688,2024-01-01,18:30,Monday,January,NPG Yorkshire,5,113,moderate,52.9,0.0,3.4,12.6,4.8,0,0.0,0.0,26.4
689,2024-01-01,18:30,Monday,January,SP Manweb,6,26,very low,0.7,0.0,1.5,6.4,11.9,0,11.9,0.0,67.6
690,2024-01-01,18:30,Monday,January,WPD South Wales,7,268,high,0.0,0.0,0.0,67.9,0.9,0,0.0,0.0,31.2
691,2024-01-01,18:30,Monday,January,WPD West Midlands,8,70,low,6.1,0.0,3.6,15.8,20.4,0,3.8,0.0,50.4
692,2024-01-01,18:30,Monday,January,WPD East Midlands,9,170,moderate,19.2,0.0,4.0,36.9,5.8,0,0.0,0.0,34.0
693,2024-01-01,18:30,Monday,January,UKPN East,10,39,low,0.0,0.0,18.5,6.9,22.8,0,0.1,0.0,51.7
694,2024-01-01,18:30,Monday,January,WPD South West,11,196,high,2.3,0.0,17.5,47.9,1.2,0,0.3,0.0,30.8
695,2024-01-01,18:30,Monday,January,SSE South,12,155,moderate,4.4,0.0,33.5,35.8,2.7,0,0.5,0.0,23.0
696,2024-01-01,18:30,Monday,January,UKPN London,13,67,low,0.0,0.0,45.3,13.9,7.8,0,0.6,0.0,32.4
697,2024-01-01,18:30,Monday,January,UKPN South East,14,81,low,0.0,0.0,58.3,17.2,0.0,0,0.9,0.0,23.6
698,2024-01-01,18:30,Monday,January,England,15,84,low,10.3,0.0,18.3,16.8,16.0,0,0.9,0.0,37.6
699,2024-01-01,18:30,Monday,January,Scotland,16,24,very low,1.2,0.0,0.0,5.6,12.9,0,12.3,0.0,67.9
700,2024-01-01,18:30,Monday,January,Wales,17,192,high,0.0,0.0,0.0,48.8,0.4,0,9.6,0.0,41.2
701,2024-01-01,18:30,Monday,January,GB,18,83,low,8.5,0.0,14.7,17.5,14.6,0,2.9,0.0,41.7
702,2024-01-01,19:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,26.7,0.0,73.3
703,2024-01-01,19:00,Monday,January,SP Distribution,2,11,very low,1.8,0.0,0.0,2.2,17.2,0,2.3,0.0,76.5
704,2024-01-01,19:00,Monday,January,Electricity North West,3,16,very low,1.1,0.0,3.7,3.6,36.8,0,0.2,0.0,54.6
705,2024-01-01,19:00,Monday,January,NPG North East,4,13,very low,9.1,0.0,35.1,0.1,50.8,0,0.2,0.0,4.7
706,2024-01-01,19:00,Monday,January,NPG Yorkshire,5,113,moderate,50.1,0.0,3.7,13.5,5.8,0,0.0,0.0,26.9
707,2024-01-01,19:00,Monday,January,SP Manweb,6,31,very low,0.5,0.0,0.9,7.8,11.9,0,6.3,0.0,72.5
708,2024-01-01,19:00,Monday,January,WPD South Wales,7,248,high,0.0,0.0,0.0,62.9,2.1,0,0.1,0.0,34.9
709,2024-01-01,19:00,Monday,January,WPD West Midlands,8,56,low,5.2,0.0,2.8,12.4,20.9,0,2.2,0.0,56.5
710,2024-01-01,19:00,Monday,January,WPD East Midlands,9,140,moderate,20.3,0.0,4.4,28.7,6.8,0,0.0,0.0,39.8
711,2024-01-01,19:00,Monday,January,UKPN East,10,35,low,0.0,0.0,17.3,5.9,21.4,0,0.0,0.0,55.3
712,2024-01-01,19:00,Monday,January,WPD South West,11,188,moderate,2.4,0.0,16.4,46.0,1.4,0,0.2,0.0,33.7
713,2024-01-01,19:00,Monday,January,SSE South,12,125,moderate,5.1,0.0,35.0,27.9,3.3,0,0.4,0.0,28.3
714,2024-01-01,19:00,Monday,January,UKPN London,13,52,low,0.0,0.0,45.2,10.0,8.3,0,0.5,0.0,36.1
715,2024-01-01,19:00,Monday,January,UKPN South East,14,62,low,0.0,0.0,60.9,12.3,0.0,0,0.7,0.0,26.1
716,2024-01-01,19:00,Monday,January,England,15,75,low,9.8,0.0,17.9,14.8,16.1,0,0.7,0.0,40.8
717,2024-01-01,19:00,Monday,January,Scotland,16,8,very low,1.3,0.0,0.0,1.7,13.1,0,8.3,0.0,75.6
718,2024-01-01,19:00,Monday,January,Wales,17,153,moderate,0.0,0.0,0.0,38.8,1.2,0,6.7,0.0,53.3
719,2024-01-01,19:00,Monday,January,GB,18,72,low,8.2,0.0,14.7,14.8,14.8,0,1.9,0.0,45.6
720,2024-01-01,19:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,26.3,0.0,73.7
721,2024-01-01,19:30,Monday,January,SP Distribution,2,10,very low,1.6,0.0,0.0,2.1,15.3,0,3.6,0.0,77.4
722,2024-01-01,19:30,Monday,January,Electricity North West,3,10,very low,1.0,0.0,1.9,2.3,36.0,0,0.5,0.0,58.4
723,2024-01-01,19:30,Monday,January,NPG North East,4,14,very low,9.4,0.0,22.2,0.2,55.7,0,0.7,0.0,11.8
724,2024-01-01,19:30,Monday,January,NPG Yorkshire,5,113,moderate,48.8,0.0,2.2,13.8,6.3,0,0.1,0.0,28.8
725,2024-01-01,19:30,Monday,January,SP Manweb,6,27,very low,0.5,0.0,0.5,6.6,12.0,0,2.9,0.0,77.5
726,2024-01-01,19:30,Monday,January,WPD South Wales,7,177,moderate,0.7,0.0,0.3,44.8,3.7,0,0.2,0.0,50.4
727,2024-01-01,19:30,Monday,January,WPD West Midlands,8,43,low,4.9,0.0,2.1,9.4,21.3,0,1.2,0.0,61.2
728,2024-01-01,19:30,Monday,January,WPD East Midlands,9,122,moderate,17.9,0.0,3.9,25.1,7.4,0,0.0,0.0,45.8
729,2024-01-01,19:30,Monday,January,UKPN East,10,31,very low,0.0,0.0,14.2,5.5,21.5,0,0.0,0.0,58.9
730,2024-01-01,19:30,Monday,January,WPD South West,11,204,high,1.5,0.0,14.0,50.4,1.5,0,0.2,0.0,32.3
731,2024-01-01,19:30,Monday,January,SSE South,12,113,moderate,4.0,0.0,37.1,25.3,3.8,0,0.5,0.0,29.3
732,2024-01-01,19:30,Monday,January,UKPN London,13,44,low,0.0,0.0,43.9,8.1,9.1,0,0.5,0.0,38.3
733,2024-01-01,19:30,Monday,January,UKPN South East,14,52,low,0.0,0.0,62.0,9.8,0.0,0,0.8,0.0,27.5
734,2024-01-01,19:30,Monday,January,England,15,69,low,9.1,0.0,16.3,13.6,16.7,0,0.7,0.0,43.5
735,2024-01-01,19:30,Monday,January,Scotland,16,7,very low,1.2,0.0,0.0,1.5,11.7,0,7.3,0.0,78.3
736,2024-01-01,19:30,Monday,January,Wales,17,96,low,0.1,0.0,0.0,24.2,2.1,0,5.7,0.0,67.8
737,2024-01-01,19:30,Monday,January,GB,18,64,low,7.7,0.0,13.4,12.8,15.2,0,1.8,0.0,49.1
738,2024-01-01,20:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,25.0,0.0,75.0
739,2024-01-01,20:00,Monday,January,SP Distribution,2,7,very low,1.3,0.0,0.0,1.5,14.6,0,4.5,0.0,78.1
740,2024-01-01,20:00,Monday,January,Electricity North West,3,10,very low,0.7,0.0,1.2,2.3,35.0,0,0.7,0.0,60.0
741,2024-01-01,20:00,Monday,January,NPG North East,4,12,very low,8.2,0.0,18.0,0.3,52.3,0,1.2,0.0,19.9
742,2024-01-01,20:00,Monday,January,NPG Yorkshire,5,100,low,44.7,0.0,2.1,11.8,7.6,0,0.2,0.0,33.8
743,2024-01-01,20:00,Monday,January,SP Manweb,6,22,very low,0.4,0.0,0.3,5.5,11.9,0,1.7,0.0,80.1
744,2024-01-01,20:00,Monday,January,WPD South Wales,7,126,moderate,0.8,0.0,0.3,31.7,5.1,0,0.2,0.0,61.9
745,2024-01-01,20:00,Monday,January,WPD West Midlands,8,32,very low,4.2,0.0,1.4,6.8,20.8,0,0.9,0.0,65.7
746,2024-01-01,20:00,Monday,January,WPD East Midlands,9,93,low,17.2,0.0,3.7,17.7,7.9,0,0.1,0.0,53.4
747,2024-01-01,20:00,Monday,January,UKPN East,10,22,very low,0.0,0.0,12.1,3.6,21.7,0,0.0,0.0,62.6
748,2024-01-01,20:00,Monday,January,WPD South West,11,170,moderate,1.8,0.0,16.4,41.7,2.0,0,0.2,0.0,37.9
749,2024-01-01,20:00,Monday,January,SSE South,12,86,low,4.2,0.0,37.6,18.2,4.8,0,0.5,0.0,34.7
750,2024-01-01,20:00,Monday,January,UKPN London,13,41,low,0.0,0.0,41.2,7.5,9.8,0,0.5,0.0,41.0
751,2024-01-01,20:00,Monday,January,UKPN South East,14,54,low,0.0,0.0,61.5,10.3,0.0,0,0.9,0.0,27.3
752,2024-01-01,20:00,Monday,January,England,15,56,low,8.4,0.0,15.9,10.6,16.7,0,0.8,0.0,47.6
753,2024-01-01,20:00,Monday,January,Scotland,16,6,very low,1.0,0.0,0.0,1.2,11.6,0,7.7,0.0,78.5
754,2024-01-01,20:00,Monday,January,Wales,17,62,low,0.2,0.0,0.0,15.8,3.0,0,3.4,0.0,77.6
755,2024-01-01,20:00,Monday,January,GB,18,51,low,7.0,0.0,13.2,9.8,15.4,0,1.8,0.0,52.8
756,2024-01-01,20:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,22.1,0.0,77.9
757,2024-01-01,20:30,Monday,January,SP Distribution,2,6,very low,1.1,0.0,0.0,1.2,13.3,0,4.6,0.0,79.8
758,2024-01-01,20:30,Monday,January,Electricity North West,3,12,very low,0.5,0.0,0.1,2.8,33.9,0,0.8,0.0,61.8
759,2024-01-01,20:30,Monday,January,NPG North East,4,13,very low,9.2,0.0,3.9,0.4,54.4,0,1.6,0.0,30.5
760,2024-01-01,20:30,Monday,January,NPG Yorkshire,5,95,low,41.6,0.0,0.4,11.4,8.9,0,0.2,0.0,37.6
761,2024-01-01,20:30,Monday,January,SP Manweb,6,21,very low,0.4,0.0,0.0,5.2,11.8,0,2.0,0.0,80.6
762,2024-01-01,20:30,Monday,January,WPD South Wales,7,98,low,0.9,0.0,0.0,24.5,5.7,0,0.3,0.0,68.6
763,2024-01-01,20:30,Monday,January,WPD West Midlands,8,28,very low,3.8,0.0,0.2,6.0,20.8,0,1.1,0.0,68.2
764,2024-01-01,20:30,Monday,January,WPD East Midlands,9,77,low,17.0,0.0,0.5,14.5,8.3,0,0.1,0.0,59.7
765,2024-01-01,20:30,Monday,January,UKPN East,10,12,very low,0.0,0.0,1.6,3.0,23.1,0,0.0,0.0,72.3
766,2024-01-01,20:30,Monday,January,WPD South West,11,175,moderate,1.8,0.0,13.7,43.0,2.3,0,0.2,0.0,39.0
767,2024-01-01,20:30,Monday,January,SSE South,12,79,low,4.3,0.0,33.9,16.8,6.1,0,0.6,0.0,38.4
768,2024-01-01,20:30,Monday,January,UKPN London,13,32,very low,0.0,0.0,35.9,6.1,11.3,0,0.5,0.0,46.2
769,2024-01-01,20:30,Monday,January,UKPN South East,14,47,low,0.0,0.0,61.5,8.5,0.4,0,0.9,0.0,28.7
770,2024-01-01,20:30,Monday,January,England,15,50,low,7.9,0.0,11.9,9.6,17.1,0,0.9,0.0,52.6
771,2024-01-01,20:30,Monday,January,Scotland,16,5,very low,0.9,0.0,0.0,1.0,11.4,0,7.9,0.0,78.8
772,2024-01-01,20:30,Monday,January,Wales,17,52,low,0.2,0.0,0.0,13.1,3.5,0,2.2,0.0,81.0
773,2024-01-01,20:30,Monday,January,GB,18,45,low,6.7,0.0,9.9,8.8,15.7,0,1.7,0.0,57.1
774,2024-01-01,21:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,18.9,0.0,81.1
775,2024-01-01,21:00,Monday,January,SP Distribution,2,6,very low,0.8,0.0,0.0,1.2,13.7,0,4.6,0.0,79.7
776,2024-01-01,21:00,Monday,January,Electricity North West,3,8,very low,0.4,0.0,0.0,2.0,33.7,0,1.0,0.0,62.9
777,2024-01-01,21:00,Monday,January,NPG North East,4,10,very low,6.8,0.0,1.5,0.5,53.3,0,1.9,0.0,36.1
778,2024-01-01,21:00,Monday,January,NPG Yorkshire,5,87,low,31.5,0.0,0.2,12.6,10.8,0,0.3,0.0,44.7
779,2024-01-01,21:00,Monday,January,SP Manweb,6,23,very low,0.3,0.0,0.0,5.7,12.3,0,2.1,0.0,79.6
780,2024-01-01,21:00,Monday,January,WPD South Wales,7,50,low,0.9,0.0,0.0,12.3,5.8,0,0.4,0.0,80.6
781,2024-01-01,21:00,Monday,January,WPD West Midlands,8,26,very low,2.6,0.0,0.1,5.6,21.5,0,1.2,0.0,69.0
782,2024-01-01,21:00,Monday,January,WPD East Midlands,9,72,low,12.4,0.3,0.3,13.8,8.8,0,0.2,0.0,64.3
783,2024-01-01,21:00,Monday,January,UKPN East,10,12,very low,0.0,0.0,1.0,3.0,23.2,0,0.0,0.0,72.8
784,2024-01-01,21:00,Monday,January,WPD South West,11,167,moderate,1.4,0.0,14.1,41.0,2.9,0,0.2,0.0,40.3
785,2024-01-01,21:00,Monday,January,SSE South,12,74,low,3.2,0.1,32.6,15.6,8.2,0,0.6,0.0,39.6
786,2024-01-01,21:00,Monday,January,UKPN London,13,34,very low,0.0,0.0,34.4,6.6,12.8,0,0.5,0.0,45.8
787,2024-01-01,21:00,Monday,January,UKPN South East,14,51,low,0.0,0.0,60.6,9.5,1.4,0,0.9,0.0,27.6
788,2024-01-01,21:00,Monday,January,England,15,47,low,5.8,0.1,12.0,9.4,17.6,0,0.9,0.0,54.1
789,2024-01-01,21:00,Monday,January,Scotland,16,5,very low,0.6,0.0,0.0,1.0,11.6,0,6.9,0.0,79.8
790,2024-01-01,21:00,Monday,January,Wales,17,29,very low,0.2,0.0,0.0,7.3,4.2,0,2.4,0.0,85.9
791,2024-01-01,21:00,Monday,January,GB,18,41,low,4.9,0.0,9.9,8.3,16.2,0,1.7,0.0,58.9
792,2024-01-01,21:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,17.2,0.0,82.8
793,2024-01-01,21:30,Monday,January,SP Distribution,2,5,very low,0.7,0.0,0.0,1.1,14.3,0,4.5,0.0,79.4
794,2024-01-01,21:30,Monday,January,Electricity North West,3,6,very low,0.4,0.0,0.0,1.5,33.0,0,1.1,0.0,64.0
795,2024-01-01,21:30,Monday,January,NPG North East,4,9,very low,6.0,0.0,0.0,0.5,50.5,0,2.1,0.0,40.9
796,2024-01-01,21:30,Monday,January,NPG Yorkshire,5,78,low,23.4,0.0,0.0,12.7,12.1,0,0.5,0.0,51.4
797,2024-01-01,21:30,Monday,January,SP Manweb,6,22,very low,0.3,0.0,0.0,5.5,13.0,0,2.0,0.0,79.2
798,2024-01-01,21:30,Monday,January,WPD South Wales,7,66,low,0.4,0.1,0.0,16.4,5.0,0,0.3,0.0,77.8
799,2024-01-01,21:30,Monday,January,WPD West Midlands,8,24,very low,1.8,0.3,0.1,4.9,22.1,0,1.3,0.0,69.6
800,2024-01-01,21:30,Monday,January,WPD East Midlands,9,91,low,10.3,2.4,0.3,14.0,8.2,0,0.2,0.0,64.5
801,2024-01-01,21:30,Monday,January,UKPN East,10,13,very low,0.0,0.0,2.3,2.9,22.8,0,0.0,0.0,72.1
802,2024-01-01,21:30,Monday,January,WPD South West,11,181,moderate,1.3,0.3,7.0,44.5,3.6,0,0.3,0.0,43.0
803,2024-01-01,21:30,Monday,January,SSE South,12,82,low,3.4,0.9,18.5,16.4,10.3,0,0.8,0.0,49.7
804,2024-01-01,21:30,Monday,January,UKPN London,13,32,very low,0.0,0.0,23.2,6.6,14.6,0,0.5,0.0,55.1
805,2024-01-01,21:30,Monday,January,UKPN South East,14,54,low,0.0,0.0,47.5,10.9,2.9,0,1.1,0.0,37.6
806,2024-01-01,21:30,Monday,January,England,15,51,low,4.6,0.4,8.3,10.1,17.9,0,0.9,0.0,57.8
807,2024-01-01,21:30,Monday,January,Scotland,16,5,very low,0.5,0.0,0.0,1.1,12.5,0,6.3,0.0,79.4
808,2024-01-01,21:30,Monday,January,Wales,17,14,very low,0.2,0.0,0.0,3.6,5.0,0,2.5,0.0,88.8
809,2024-01-01,21:30,Monday,January,GB,18,44,low,3.9,0.4,6.8,8.7,16.6,0,1.6,0.0,62.1
810,2024-01-01,22:00,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,16.2,0.0,83.8
811,2024-01-01,22:00,Monday,January,SP Distribution,2,5,very low,0.7,0.0,0.0,1.1,14.4,0,4.4,0.0,79.4
812,2024-01-01,22:00,Monday,January,Electricity North West,3,4,very low,0.5,0.0,0.0,0.8,33.3,0,1.2,0.0,64.2
813,2024-01-01,22:00,Monday,January,NPG North East,4,10,very low,6.6,0.0,0.0,0.5,48.2,0,2.2,0.0,42.5
814,2024-01-01,22:00,Monday,January,NPG Yorkshire,5,72,low,21.7,0.0,0.0,11.7,12.4,0,0.5,0.0,53.7
815,2024-01-01,22:00,Monday,January,SP Manweb,6,22,very low,0.3,0.0,0.0,5.5,13.2,0,1.9,0.0,79.1
816,2024-01-01,22:00,Monday,January,WPD South Wales,7,83,low,0.5,0.1,0.0,20.6,3.3,0,0.3,0.0,75.2
817,2024-01-01,22:00,Monday,January,WPD West Midlands,8,21,very low,1.8,0.4,0.0,3.8,22.9,0,1.4,0.0,69.8
818,2024-01-01,22:00,Monday,January,WPD East Midlands,9,92,low,11.2,4.0,0.2,10.3,8.5,0,0.3,0.0,65.4
819,2024-01-01,22:00,Monday,January,UKPN East,10,18,very low,0.0,0.2,2.3,3.8,21.8,0,0.0,0.0,72.0
820,2024-01-01,22:00,Monday,January,WPD South West,11,189,moderate,1.5,0.6,6.0,45.9,4.0,0,0.3,0.0,41.8
821,2024-01-01,22:00,Monday,January,SSE South,12,82,low,3.9,1.7,14.9,14.9,13.0,0,0.8,0.0,50.8
822,2024-01-01,22:00,Monday,January,UKPN London,13,37,low,0.0,0.2,20.7,7.7,16.6,0,0.5,0.0,54.3
823,2024-01-01,22:00,Monday,January,UKPN South East,14,59,low,0.0,0.1,42.1,12.4,7.1,0,1.6,0.0,36.8
824,2024-01-01,22:00,Monday,January,England,15,54,low,4.6,0.9,7.9,9.8,18.1,0,1.0,0.0,57.7
825,2024-01-01,22:00,Monday,January,Scotland,16,6,very low,0.5,0.0,0.0,1.2,12.9,0,5.7,0.0,79.6
826,2024-01-01,22:00,Monday,January,Wales,17,20,very low,0.2,0.0,0.0,5.0,5.3,0,2.8,0.0,86.7
827,2024-01-01,22:00,Monday,January,GB,18,46,low,3.9,0.7,6.6,8.6,16.8,0,1.6,0.0,61.8
828,2024-01-01,22:30,Monday,January,Scottish Hydro Electric Power Distribution,1,0,very low,0.0,0.0,0.0,0.0,0.0,0,14.8,0.0,85.2
829,2024-01-01,22:30,Monday,January,SP Distribution,2,5,very low,0.6,0.0,0.0,1.1,14.8,0,4.2,0.0,79.2
830,2024-01-01,22:30,Monday,January,Electricity North West,3,4,very low,0.5,0.0,0.0,0.8,33.7,0,1.3,0.0,63.8
831,2024-01-01,22:30,Monday,January,NPG North East,4,9,very low,5.6,0.0,0.0,0.6,45.3,0,2.1,0.0,46.5
